cve,created_at,source,body
['CVE-2025-22217'],2025-01-29,mastodon,"CVE-2025-22217 – VMware Avi Load Balancer Blind SQL Injection 

CVE ID : CVE-2025-22217

Published :  Jan. 28, 2025, 7:15 p.m. | 12 hours, 44 minutes ago

Description : Avi Load Balancer contains an unauthenticated blind SQL Injection vulnerability which was privately reported to VMware. Patches are available to remediate this vulnerability in affected VMware products. 

A malicious user with network access may be able to use specially crafted SQL queries to gain database access.

Severity: 8.6 | HIGH

Visit the link for more details, such as CVSS […]

 https:// whalers.ir/blog/cve-2025-22217 -vmware-avi-load-balancer-blind-sql-injection/5292/"
['cve-2025-22217'],2025-01-29,mastodon,"CVE-2025-22217 – VMware Avi Load Balancer Blind SQL Injection 

CVE ID : CVE-2025-22217

Published :  Jan. 28, 2025, 7:15 p.m. | 12 hours, 44 minutes ago

Description : Avi Load Balancer contains an unauthenticated blind SQL Injection vulnerability which was privately reported to VMware. Patches are available to remediate this vulnerability in affected VMware products. 

A malicious user with network access may be able to use specially crafted SQL queries to gain database access.

Severity: 8.6 | HIGH

Visit the link for more details, such as CVSS […]

 https:// whalers.ir/blog/cve-2025-22217 -vmware-avi-load-balancer-blind-sql-injection/5292/"
['cve-2025-22217'],2025-01-29,mastodon,"CVE-2025-22217 – VMware Avi Load Balancer Blind SQL Injection 

CVE ID : CVE-2025-22217

Published :  Jan. 28, 2025, 7:15 p.m. | 12 hours, 44 minutes ago

Description : Avi Load Balancer contains an unauthenticated blind SQL Injection vulnerability which was privately reported to VMware. Patches are available to remediate this vulnerability in affected VMware products. 

A malicious user with network access may be able to use specially crafted SQL queries to gain database access.

Severity: 8.6 | HIGH

Visit the link for more details, such as CVSS […]

 https:// whalers.ir/blog/cve-2025-22217 -vmware-avi-load-balancer-blind-sql-injection/5292/"
['CVE-2025-23213'],2025-01-29,mastodon,"CVE-2025-23213 – Tandoor Recipes Cross-Site Scripting (XSS) 

CVE ID : CVE-2025-23213

Published :  Jan. 28, 2025, 4:15 p.m. | 15 hours, 44 minutes ago

Description : Tandoor Recipes is an application for managing recipes, planning meals, and building shopping lists. The file upload feature allows to upload arbitrary files, including html and svg. Both can contain malicious content (XSS Payloads). This vulnerability is fixed in 1.5.28.

Severity: 8.7 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and […]

 https:// whalers.ir/blog/cve-2025-23213 -tandoor-recipes-cross-site-scripting-xss/5288/"
['CVE-2025-23213'],2025-01-29,mastodon,"CVE-2025-23213 – Tandoor Recipes Cross-Site Scripting (XSS) 

CVE ID : CVE-2025-23213

Published :  Jan. 28, 2025, 4:15 p.m. | 15 hours, 44 minutes ago

Description : Tandoor Recipes is an application for managing recipes, planning meals, and building shopping lists. The file upload feature allows to upload arbitrary files, including html and svg. Both can contain malicious content (XSS Payloads). This vulnerability is fixed in 1.5.28.

Severity: 8.7 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and […]

 https:// whalers.ir/blog/cve-2025-23213 -tandoor-recipes-cross-site-scripting-xss/5288/"
['cve-2025-23213'],2025-01-29,mastodon,"CVE-2025-23213 – Tandoor Recipes Cross-Site Scripting (XSS) 

CVE ID : CVE-2025-23213

Published :  Jan. 28, 2025, 4:15 p.m. | 15 hours, 44 minutes ago

Description : Tandoor Recipes is an application for managing recipes, planning meals, and building shopping lists. The file upload feature allows to upload arbitrary files, including html and svg. Both can contain malicious content (XSS Payloads). This vulnerability is fixed in 1.5.28.

Severity: 8.7 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and […]

 https:// whalers.ir/blog/cve-2025-23213 -tandoor-recipes-cross-site-scripting-xss/5288/"
['cve-2025-23213'],2025-01-29,mastodon,"CVE-2025-23213 – Tandoor Recipes Cross-Site Scripting (XSS) 

CVE ID : CVE-2025-23213

Published :  Jan. 28, 2025, 4:15 p.m. | 15 hours, 44 minutes ago

Description : Tandoor Recipes is an application for managing recipes, planning meals, and building shopping lists. The file upload feature allows to upload arbitrary files, including html and svg. Both can contain malicious content (XSS Payloads). This vulnerability is fixed in 1.5.28.

Severity: 8.7 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and […]

 https:// whalers.ir/blog/cve-2025-23213 -tandoor-recipes-cross-site-scripting-xss/5288/"
['CVE-2024-13709'],2025-01-25,mastodon,"CVE-2024-13709 – WordPress Linear CSRF Weakness 

CVE ID : CVE-2024-13709

Published :  Jan. 25, 2025, 4:15 a.m. | 2 hours, 13 minutes ago

Description : The Linear plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 2.8.1. This is due to missing or incorrect nonce validation on the 'linear-debug'. This makes it possible for unauthenticated attackers to reset the plugin's cache via a forged request granted they can trick a site administrator into performing an action such as clicking on […]

 https:// whalers.ir/blog/cve-2024-13709 -wordpress-linear-csrf-weakness/5028/"
['CVE-2024-13709'],2025-01-25,mastodon,"CVE-2024-13709 – WordPress Linear CSRF Weakness 

CVE ID : CVE-2024-13709

Published :  Jan. 25, 2025, 4:15 a.m. | 2 hours, 13 minutes ago

Description : The Linear plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 2.8.1. This is due to missing or incorrect nonce validation on the 'linear-debug'. This makes it possible for unauthenticated attackers to reset the plugin's cache via a forged request granted they can trick a site administrator into performing an action such as clicking on […]

 https:// whalers.ir/blog/cve-2024-13709 -wordpress-linear-csrf-weakness/5028/"
['cve-2024-13709'],2025-01-25,mastodon,"CVE-2024-13709 – WordPress Linear CSRF Weakness 

CVE ID : CVE-2024-13709

Published :  Jan. 25, 2025, 4:15 a.m. | 2 hours, 13 minutes ago

Description : The Linear plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 2.8.1. This is due to missing or incorrect nonce validation on the 'linear-debug'. This makes it possible for unauthenticated attackers to reset the plugin's cache via a forged request granted they can trick a site administrator into performing an action such as clicking on […]

 https:// whalers.ir/blog/cve-2024-13709 -wordpress-linear-csrf-weakness/5028/"
['cve-2024-13709'],2025-01-25,mastodon,"CVE-2024-13709 – WordPress Linear CSRF Weakness 

CVE ID : CVE-2024-13709

Published :  Jan. 25, 2025, 4:15 a.m. | 2 hours, 13 minutes ago

Description : The Linear plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 2.8.1. This is due to missing or incorrect nonce validation on the 'linear-debug'. This makes it possible for unauthenticated attackers to reset the plugin's cache via a forged request granted they can trick a site administrator into performing an action such as clicking on […]

 https:// whalers.ir/blog/cve-2024-13709 -wordpress-linear-csrf-weakness/5028/"
['CVE-2025-24672'],2025-01-25,mastodon,"CVE-2025-24672 – CodePeople Form Builder CP SQL Injection Vulnerability 

CVE ID : CVE-2025-24672

Published :  Jan. 24, 2025, 6:15 p.m. | 12 hours, 2 minutes ago

Description : Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in CodePeople Form Builder CP allows SQL Injection. This issue affects Form Builder CP: from n/a through 1.2.41.

Severity: 8.5 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2025-24672 -codepeople-form-builder-cp-sql-injection-vulnerability/5024/"
['CVE-2025-24672'],2025-01-25,mastodon,"CVE-2025-24672 – CodePeople Form Builder CP SQL Injection Vulnerability 

CVE ID : CVE-2025-24672

Published :  Jan. 24, 2025, 6:15 p.m. | 12 hours, 2 minutes ago

Description : Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in CodePeople Form Builder CP allows SQL Injection. This issue affects Form Builder CP: from n/a through 1.2.41.

Severity: 8.5 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2025-24672 -codepeople-form-builder-cp-sql-injection-vulnerability/5024/"
['cve-2025-24672'],2025-01-25,mastodon,"CVE-2025-24672 – CodePeople Form Builder CP SQL Injection Vulnerability 

CVE ID : CVE-2025-24672

Published :  Jan. 24, 2025, 6:15 p.m. | 12 hours, 2 minutes ago

Description : Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in CodePeople Form Builder CP allows SQL Injection. This issue affects Form Builder CP: from n/a through 1.2.41.

Severity: 8.5 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2025-24672 -codepeople-form-builder-cp-sql-injection-vulnerability/5024/"
['cve-2025-24672'],2025-01-25,mastodon,"CVE-2025-24672 – CodePeople Form Builder CP SQL Injection Vulnerability 

CVE ID : CVE-2025-24672

Published :  Jan. 24, 2025, 6:15 p.m. | 12 hours, 2 minutes ago

Description : Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in CodePeople Form Builder CP allows SQL Injection. This issue affects Form Builder CP: from n/a through 1.2.41.

Severity: 8.5 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to Source

 https:// whalers.ir/blog/cve-2025-24672 -codepeople-form-builder-cp-sql-injection-vulnerability/5024/"
['CVE-2019-15690'],2025-01-25,mastodon,"CVE-2019-15690 – LibVNCServer Heap Buffer Overflow Remote Code Execution 

CVE ID : CVE-2019-15690

Published :  Jan. 24, 2025, 6:15 p.m. | 12 hours, 2 minutes ago

Description : LibVNCServer 0.9.12 release and earlier contains heap buffer overflow vulnerability within the HandleCursorShape() function in libvncclient/cursor.c. An attacker sends cursor shapes with specially crafted dimensions, which can result in remote code execution.

Severity: 8.8 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to […]

 https:// whalers.ir/blog/cve-2019-15690 -libvncserver-heap-buffer-overflow-remote-code-execution/5020/"
['CVE-2019-15690'],2025-01-25,mastodon,"CVE-2019-15690 – LibVNCServer Heap Buffer Overflow Remote Code Execution 

CVE ID : CVE-2019-15690

Published :  Jan. 24, 2025, 6:15 p.m. | 12 hours, 2 minutes ago

Description : LibVNCServer 0.9.12 release and earlier contains heap buffer overflow vulnerability within the HandleCursorShape() function in libvncclient/cursor.c. An attacker sends cursor shapes with specially crafted dimensions, which can result in remote code execution.

Severity: 8.8 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to […]

 https:// whalers.ir/blog/cve-2019-15690 -libvncserver-heap-buffer-overflow-remote-code-execution/5020/"
['cve-2019-15690'],2025-01-25,mastodon,"CVE-2019-15690 – LibVNCServer Heap Buffer Overflow Remote Code Execution 

CVE ID : CVE-2019-15690

Published :  Jan. 24, 2025, 6:15 p.m. | 12 hours, 2 minutes ago

Description : LibVNCServer 0.9.12 release and earlier contains heap buffer overflow vulnerability within the HandleCursorShape() function in libvncclient/cursor.c. An attacker sends cursor shapes with specially crafted dimensions, which can result in remote code execution.

Severity: 8.8 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to […]

 https:// whalers.ir/blog/cve-2019-15690 -libvncserver-heap-buffer-overflow-remote-code-execution/5020/"
['cve-2019-15690'],2025-01-25,mastodon,"CVE-2019-15690 – LibVNCServer Heap Buffer Overflow Remote Code Execution 

CVE ID : CVE-2019-15690

Published :  Jan. 24, 2025, 6:15 p.m. | 12 hours, 2 minutes ago

Description : LibVNCServer 0.9.12 release and earlier contains heap buffer overflow vulnerability within the HandleCursorShape() function in libvncclient/cursor.c. An attacker sends cursor shapes with specially crafted dimensions, which can result in remote code execution.

Severity: 8.8 | HIGH

Visit the link for more details, such as CVSS details, affected products, timeline, and more...

Go to […]

 https:// whalers.ir/blog/cve-2019-15690 -libvncserver-heap-buffer-overflow-remote-code-execution/5020/"
['CVE-2025-22611'],2025-01-25,mastodon,"CVE-2025-22611 – Coolify Privilege Escalation Vulnerability 

CVE ID : CVE-2025-22611

Published :  Jan. 24, 2025, 5:15 p.m. | 13 hours, 3 minutes ago

Description : Coolify is an open-source and self-hostable tool for managing servers, applications, and databases. Prior to version 4.0.0-beta.361, the missing authorization allows any authenticated user to escalate his or any other team members privileges to any role, including the owner role. He's also able to kick every other member out of the team, including admins and owners. This allows the […]

 https:// whalers.ir/blog/cve-2025-22611 -coolify-privilege-escalation-vulnerability/5016/"
